Comp_Name	Box_Name	Subtype_NO	BoardIn_NO	Scan_NO	CAD_X	CAD_Y	CAD_Width	CAD_Height	Board_Side	Solder_ThicknessN1_Layer1	Solder_Area_Layer1	Absolute_Height_Layer1	Solder_ThicknessN1_Layer2	Solder_Area_Layer2	Absolute_Height_Layer2	Solder_ThicknessN1_Layer3	Solder_Area_Layer3	Solder_PTH_Filling_PIP_Layer3	Absolute_Height_Layer3	Short_Left1_Layer4	Short_Top1_Layer4	Short_Right1_Layer4	Short_Bottom1_Layer4	Absolute_Height_Layer4	Location_X(pixel)	Location_Y(pixel)	Initial_H	Retry_H	Laser_Height	
C106_2	2	0	1	13	0.000	0.000	0.000	0.000	Bottom	29.8	0.7452	-0.269470	34.6	0.7510	-1.219470	34.0	0.7010	100.0000	-1.694470	-2.169470	13121	9038	-2.169470	-2.169470	-2.169470	
C106_2	2	0	1	14	0.000	0.000	0.000	0.000	Bottom	29.7	0.7392	-0.270473	35.0	0.7616	-1.220473	34.4	0.7092	100.0000	-1.695473	-2.170473	13121	9038	-2.170473	-2.170473	-2.170473	
C106_2	2	0	1	15	0.000	0.000	0.000	0.000	Bottom	29.5	0.7412	-0.269212	35.0	0.7616	-1.219212	34.1	0.7010	100.0000	-1.694212	-2.169212	13121	9038	-2.169212	-2.169212	-2.169212	
C106_2	2	0	1	16	0.000	0.000	0.000	0.000	Bottom	29.9	0.7524	-0.270284	35.1	0.7575	-1.220284	34.3	0.7104	100.0000	-1.695284	-2.170284	13121	9038	-2.170284	-2.170284	-2.170284	
C106_2	2	0	1	17	0.000	0.000	0.000	0.000	Bottom	29.6	0.7420	-0.269781	35.1	0.7608	-1.219781	34.4	0.7075	100.0000	-1.694781	-2.169781	13121	9038	-2.169781	-2.169781	-2.169781	
C106_2	2	0	1	18	0.000	0.000	0.000	0.000	Bottom	29.6	0.7404	-0.269496	34.7	0.7478	-1.219496	34.1	0.6989	100.0000	-1.694496	-2.169496	13121	9038	-2.169496	-2.169496	-2.169496	
C106_2	2	0	1	19	0.000	0.000	0.000	0.000	Bottom	29.8	0.7516	-0.270386	34.7	0.7518	-1.220386	34.4	0.7162	100.0000	-1.695386	-2.170386	13121	9038	-2.170386	-2.170386	-2.170386	
C106_2	2	0	1	20	0.000	0.000	0.000	0.000	Bottom	30.0	0.7492	-0.270500	34.6	0.7494	-1.220500	34.3	0.7108	100.0000	-1.695500	-2.170500	13121	9038	-2.170500	-2.170500	-2.170500	
C106_2	2	0	1	21	0.000	0.000	0.000	0.000	Bottom	29.7	0.7456	-0.270899	34.6	0.7502	-1.220899	34.3	0.7108	100.0000	-1.695899	-2.170899	13121	9038	-2.170899	-2.170899	-2.170899	
C106_2	2	0	1	22	0.000	0.000	0.000	0.000	Bottom	30.1	0.7448	-0.271345	35.1	0.7608	-1.221345	34.7	0.7162	100.0000	-1.696345	-2.171345	13121	9038	-2.171345	-2.171345	-2.171345	
C106_2	2	0	1	23	0.000	0.000	0.000	0.000	Bottom	30.0	0.7456	-0.271590	35.0	0.7584	-1.221590	34.7	0.7080	100.0000	-1.696590	-2.171590	13121	9037	-2.171590	-2.171590	-2.171590	
C106_2	2	0	1	24	0.000	0.000	0.000	0.000	Bottom	30.1	0.7440	-0.271072	35.3	0.7596	-1.221072	34.6	0.7080	100.0000	-1.696072	-2.171072	13121	9037	-2.171072	-2.171072	-2.171072	
C106_2	2	0	1	25	0.000	0.000	0.000	0.000	Bottom	30.4	0.7524	-0.271126	35.2	0.7600	-1.221126	34.5	0.7141	100.0000	-1.696126	-2.171126	13121	9038	-2.171126	-2.171126	-2.171126	
C106_2	2	0	1	26	0.000	0.000	0.000	0.000	Bottom	30.0	0.7448	-0.271991	35.3	0.7592	-1.221990	34.3	0.6985	100.0000	-1.696990	-2.171990	13121	9038	-2.171990	-2.171990	-2.171990	
C106_2	2	0	1	27	0.000	0.000	0.000	0.000	Bottom	30.4	0.7456	-0.271955	35.3	0.7596	-1.221955	34.3	0.6973	100.0000	-1.696955	-2.171955	13121	9038	-2.171955	-2.171955	-2.171955	
C106_2	2	0	1	28	0.000	0.000	0.000	0.000	Bottom	30.3	0.7457	-0.309793	35.2	0.7596	-1.259794	34.4	0.6977	100.0000	-1.734793	-2.209794	13121	9038	-2.209793	-2.209794	-2.209793	
C106_2	2	0	1	29	0.000	0.000	0.000	0.000	Bottom	30.2	0.7432	-0.271913	35.1	0.7600	-1.221913	34.4	0.7010	100.0000	-1.696913	-2.171913	13121	9038	-2.171913	-2.171913	-2.171913	
C106_2	2	0	1	30	0.000	0.000	0.000	0.000	Bottom	30.1	0.7472	-0.272410	35.1	0.7608	-1.222410	34.3	0.7039	100.0000	-1.697410	-2.172410	13121	9038	-2.172410	-2.172410	-2.172410	
C107_1	1	0	1	1	99.700	257.050	1.200	1.200	Bottom	32.6	0.7268	-0.352545	38.0	0.7267	-1.302545	39.3	0.7688	100.0000	-1.777545	-2.252545	8480	5027	-2.252545	-2.252545	-2.252545	
C107_1	1	0	1	2	99.700	257.050	1.200	1.200	Bottom	32.6	0.7177	-0.290711	37.8	0.7162	-1.240711	39.0	0.7582	100.0000	-1.715711	-2.190711	8480	5027	-2.190711	-2.190711	-2.190711	
C107_1	1	0	1	3	99.700	257.050	1.200	1.200	Bottom	31.9	0.7209	-0.320652	37.9	0.7194	-1.270652	39.2	0.7659	100.0000	-1.745652	-2.220652	8480	5027	-2.220652	-2.220652	-2.220652	
C107_1	1	0	1	4	99.700	257.050	1.200	1.200	Bottom	32.1	0.7308	-0.349129	37.8	0.7128	-1.299129	39.4	0.7724	100.0000	-1.774129	-2.249129	8480	5027	-2.249129	-2.249129	-2.249129	
C107_1	1	0	1	5	99.700	257.050	1.200	1.200	Bottom	31.8	0.7430	-0.289169	37.9	0.7333	-1.239169	39.0	0.7566	100.0000	-1.714169	-2.189169	8480	5028	-2.189169	-2.189169	-2.189169	
C107_1	1	0	1	6	99.700	257.050	1.200	1.200	Bottom	32.4	0.7263	-0.374457	38.0	0.7183	-1.324457	39.5	0.7702	100.0000	-1.799457	-2.274457	8480	5028	-2.274457	-2.274457	-2.274457	
C107_1	1	0	1	7	99.700	257.050	1.200	1.200	Bottom	32.0	0.7290	-0.291956	38.0	0.7240	-1.241956	39.0	0.7685	100.0000	-1.716956	-2.191956	8480	5028	-2.191956	-2.191956	-2.191956	
C107_1	1	0	1	8	99.700	257.050	1.200	1.200	Bottom	32.5	0.7024	-0.319446	38.0	0.7279	-1.269446	39.3	0.7635	100.0000	-1.744446	-2.219446	8480	5028	-2.219446	-2.219446	-2.219446	
C107_1	1	0	1	9	99.700	257.050	1.200	1.200	Bottom	32.1	0.7414	-0.358635	38.0	0.7300	-1.308635	39.5	0.7684	100.0000	-1.783635	-2.258635	8480	5028	-2.258635	-2.258635	-2.258635	
C107_1	1	0	1	10	99.700	257.050	1.200	1.200	Bottom	32.5	0.7310	-0.290405	38.0	0.7252	-1.240405	39.3	0.7660	100.0000	-1.715405	-2.190405	8480	5028	-2.190404	-2.190405	-2.190404	
C107_1	1	0	1	11	99.700	257.050	1.200	1.200	Bottom	32.1	0.7324	-0.349166	38.1	0.7246	-1.299165	39.4	0.7700	100.0000	-1.774166	-2.249166	8480	5028	-2.249165	-2.249166	-2.249165	
C107_1	1	0	1	12	99.700	257.050	1.200	1.200	Bottom	32.5	0.7322	-0.325682	38.1	0.7264	-1.275682	39.5	0.7701	100.0000	-1.750682	-2.225682	8480	5028	-2.225682	-2.225682	-2.225682	
C107_1	1	0	1	13	99.700	257.050	1.200	1.200	Bottom	31.6	0.7334	-0.290273	37.9	0.7252	-1.240273	39.0	0.7607	100.0000	-1.715273	-2.190274	8480	5028	-2.190273	-2.190274	-2.190273	
C107_1	1	0	1	14	99.700	257.050	1.200	1.200	Bottom	32.2	0.7345	-0.391519	38.1	0.7206	-1.341519	39.7	0.7692	100.0000	-1.816519	-2.291519	8480	5028	-2.291519	-2.291519	-2.291519	
C107_1	1	0	1	15	99.700	257.050	1.200	1.200	Bottom	32.2	0.7362	-0.292386	37.9	0.7162	-1.242386	39.2	0.7648	100.0000	-1.717386	-2.192385	8480	5028	-2.192386	-2.192385	-2.192386	
C107_1	1	0	1	16	99.700	257.050	1.200	1.200	Bottom	32.2	0.7386	-0.322230	38.1	0.7263	-1.272230	39.2	0.7668	100.0000	-1.747230	-2.222230	8480	5028	-2.222230	-2.222230	-2.222230	
C107_1	1	0	1	17	99.700	257.050	1.200	1.200	Bottom	32.1	0.7284	-0.346395	38.0	0.7205	-1.296395	39.5	0.7695	100.0000	-1.771394	-2.246395	8480	5028	-2.246394	-2.246395	-2.246394	
C107_1	1	0	1	18	99.700	257.050	1.200	1.200	Bottom	32.3	0.7053	-0.291098	38.0	0.7378	-1.241098	39.2	0.7681	100.0000	-1.716098	-2.191098	8480	5028	-2.191098	-2.191098	-2.191098	
C107_1	1	0	1	19	99.700	257.050	1.200	1.200	Bottom	32.9	0.7174	-0.375877	38.1	0.7286	-1.325877	39.6	0.7670	100.0000	-1.800877	-2.275877	8480	5028	-2.275877	-2.275877	-2.275877	
C107_1	1	0	1	20	99.700	257.050	1.200	1.200	Bottom	32.9	0.7149	-0.292467	38.1	0.7317	-1.242467	39.1	0.7664	100.0000	-1.717467	-2.192467	8480	5028	-2.192467	-2.192467	-2.192467	
C107_1	1	0	1	21	99.700	257.050	1.200	1.200	Bottom	32.3	0.7135	-0.349407	38.2	0.7168	-1.299407	39.5	0.7679	100.0000	-1.774407	-2.249407	8480	5028	-2.249406	-2.249407	-2.249406	
C107_1	1	0	1	22	99.700	257.050	1.200	1.200	Bottom	32.6	0.7147	-0.378295	38.1	0.7249	-1.328295	39.8	0.7670	100.0000	-1.803295	-2.278295	8480	5028	-2.278295	-2.278295	-2.278295	
C107_1	1	0	1	23	99.700	257.050	1.200	1.200	Bottom	32.2	0.7341	-0.352957	38.2	0.7246	-1.302957	39.4	0.7704	100.0000	-1.777957	-2.252957	8480	5027	-2.252957	-2.252957	-2.252957	
C107_1	1	0	1	24	99.700	257.050	1.200	1.200	Bottom	32.8	0.6412	-0.293060	38.2	0.7224	-1.243060	39.3	0.7693	100.0000	-1.718060	-2.193060	8480	5027	-2.193060	-2.193060	-2.193060	
C107_1	1	0	1	25	99.700	257.050	1.200	1.200	Bottom	32.0	0.7209	-0.322258	38.2	0.7276	-1.272258	39.5	0.7660	100.0000	-1.747258	-2.222258	8480	5028	-2.222258	-2.222258	-2.222258	
C107_1	1	0	1	26	99.700	257.050	1.200	1.200	Bottom	32.4	0.7309	-0.352997	38.2	0.7250	-1.302997	39.6	0.7692	100.0000	-1.777997	-2.252997	8480	5028	-2.252997	-2.252997	-2.252997	
C107_1	1	0	1	27	99.700	257.050	1.200	1.200	Bottom	32.1	0.7254	-0.293305	38.2	0.7362	-1.243305	39.1	0.7619	100.0000	-1.718305	-2.193305	8480	5028	-2.193305	-2.193305	-2.193305	
C107_1	1	0	1	28	99.700	257.050	1.200	1.200	Bottom	32.1	0.7334	-0.361529	38.1	0.7231	-1.311529	39.5	0.7713	100.0000	-1.786529	-2.261529	8480	5028	-2.261529	-2.261529	-2.261529	
C107_1	1	0	1	29	99.700	257.050	1.200	1.200	Bottom	32.6	0.7234	-0.295162	38.1	0.7179	-1.245162	39.5	0.7673	100.0000	-1.720162	-2.195162	8480	5028	-2.195162	-2.195162	-2.195162	
C107_1	1	0	1	30	99.700	257.050	1.200	1.200	Bottom	32.6	0.7040	-0.325053	38.2	0.7284	-1.275053	39.6	0.7660	100.0000	-1.750053	-2.225053	8480	5028	-2.225053	-2.225053	-2.225053	
C107_1	2	0	1	1	99.700	264.550	1.200	1.200	Bottom	32.0	0.7435	-0.370293	39.3	0.7672	-1.320293	40.5	0.7332	100.0000	-1.795293	-2.270293	8105	5029	-2.270293	-2.270293	-2.270293	
C107_1	2	0	1	2	99.700	264.550	1.200	1.200	Bottom	31.4	0.7544	-0.298342	38.9	0.7648	-1.248342	40.2	0.7415	100.0000	-1.723342	-2.198342	8105	5028	-2.198342	-2.198342	-2.198342	
C107_1	2	0	1	3	99.700	264.550	1.200	1.200	Bottom	31.5	0.7303	-0.333898	38.9	0.7640	-1.283898	40.2	0.7415	100.0000	-1.758898	-2.233898	8105	5028	-2.233898	-2.233898	-2.233898	
C107_1	2	0	1	4	99.700	264.550	1.200	1.200	Bottom	32.1	0.7535	-0.366299	39.0	0.7672	-1.316299	40.5	0.7430	100.0000	-1.791299	-2.266299	8105	5028	-2.266299	-2.266299	-2.266299	
C107_1	2	0	1	5	99.700	264.550	1.200	1.200	Bottom	31.8	0.7435	-0.297755	38.7	0.7664	-1.247755	39.9	0.7333	100.0000	-1.722755	-2.197755	8105	5029	-2.197755	-2.197755	-2.197755	
C107_1	2	0	1	6	99.700	264.550	1.200	1.200	Bottom	32.2	0.7534	-0.393546	39.1	0.7663	-1.343546	40.5	0.7372	100.0000	-1.818546	-2.293546	8105	5029	-2.293546	-2.293546	-2.293546	
C107_1	2	0	1	7	99.700	264.550	1.200	1.200	Bottom	31.5	0.7512	-0.299551	38.7	0.7664	-1.249551	40.0	0.7333	100.0000	-1.724551	-2.199551	8105	5029	-2.199551	-2.199551	-2.199551	
C107_1	2	0	1	8	99.700	264.550	1.200	1.200	Bottom	31.9	0.7499	-0.332398	39.0	0.7660	-1.282398	40.3	0.7324	100.0000	-1.757398	-2.232399	8105	5029	-2.232398	-2.232399	-2.232398	
C107_1	2	0	1	9	99.700	264.550	1.200	1.200	Bottom	32.3	0.7544	-0.375773	39.3	0.7661	-1.325773	40.7	0.7362	100.0000	-1.800773	-2.275773	8105	5029	-2.275773	-2.275773	-2.275773	
C107_1	2	0	1	10	99.700	264.550	1.200	1.200	Bottom	31.9	0.7536	-0.298880	38.9	0.7664	-1.248880	40.4	0.7345	100.0000	-1.723880	-2.198880	8105	5029	-2.198880	-2.198880	-2.198880	
C107_1	2	0	1	11	99.700	264.550	1.200	1.200	Bottom	32.2	0.7551	-0.366439	39.3	0.7664	-1.316439	40.6	0.7357	100.0000	-1.791439	-2.266439	8105	5029	-2.266439	-2.266439	-2.266439	
C107_1	2	0	1	12	99.700	264.550	1.200	1.200	Bottom	32.1	0.7544	-0.338223	39.0	0.7648	-1.288223	40.4	0.7411	100.0000	-1.763223	-2.238223	8105	5029	-2.238223	-2.238223	-2.238223	
C107_1	2	0	1	13	99.700	264.550	1.200	1.200	Bottom	31.8	0.7556	-0.298843	39.0	0.7656	-1.248843	40.3	0.7374	100.0000	-1.723843	-2.198843	8105	5029	-2.198843	-2.198843	-2.198843	
C107_1	2	0	1	14	99.700	264.550	1.200	1.200	Bottom	32.6	0.7537	-0.413671	39.3	0.7677	-1.363671	40.9	0.7403	100.0000	-1.838671	-2.313671	8105	5029	-2.313672	-2.313671	-2.313672	
C107_1	2	0	1	15	99.700	264.550	1.200	1.200	Bottom	31.6	0.7439	-0.299918	39.0	0.7656	-1.249918	40.4	0.7403	100.0000	-1.724918	-2.199918	8105	5029	-2.199918	-2.199918	-2.199918	
C107_1	2	0	1	16	99.700	264.550	1.200	1.200	Bottom	31.7	0.7439	-0.335221	39.1	0.7656	-1.285221	40.5	0.7390	100.0000	-1.760221	-2.235221	8105	5029	-2.235221	-2.235221	-2.235221	
C107_1	2	0	1	17	99.700	264.550	1.200	1.200	Bottom	32.3	0.7551	-0.362410	38.9	0.7663	-1.312410	40.6	0.7319	100.0000	-1.787410	-2.262410	8105	5029	-2.262410	-2.262410	-2.262410	
C107_1	2	0	1	18	99.700	264.550	1.200	1.200	Bottom	31.6	0.7202	-0.299677	39.0	0.7648	-1.249677	40.5	0.7403	100.0000	-1.724677	-2.199677	8105	5029	-2.199677	-2.199677	-2.199677	
C107_1	2	0	1	19	99.700	264.550	1.200	1.200	Bottom	32.3	0.7551	-0.395979	39.4	0.7671	-1.345979	41.0	0.7458	100.0000	-1.820979	-2.295979	8105	5029	-2.295979	-2.295979	-2.295979	
C107_1	2	0	1	20	99.700	264.550	1.200	1.200	Bottom	31.6	0.7524	-0.301047	39.0	0.7636	-1.251047	40.4	0.7464	100.0000	-1.726047	-2.201047	8105	5029	-2.201047	-2.201047	-2.201047	
C107_1	2	0	1	21	99.700	264.550	1.200	1.200	Bottom	32.0	0.7531	-0.364451	39.2	0.7672	-1.314451	40.6	0.7397	100.0000	-1.789451	-2.264452	8105	5029	-2.264451	-2.264452	-2.264451	
C107_1	2	0	1	22	99.700	264.550	1.200	1.200	Bottom	32.4	0.7414	-0.397574	39.2	0.7667	-1.347574	40.9	0.7459	100.0000	-1.822574	-2.297574	8105	5029	-2.297574	-2.297574	-2.297574	
C107_1	2	0	1	23	99.700	264.550	1.200	1.200	Bottom	32.3	0.7483	-0.370344	39.6	0.7672	-1.320343	40.9	0.7308	100.0000	-1.795344	-2.270344	8105	5028	-2.270343	-2.270344	-2.270343	
C107_1	2	0	1	24	99.700	264.550	1.200	1.200	Bottom	31.8	0.7496	-0.301495	39.2	0.7665	-1.251495	40.5	0.7432	100.0000	-1.726495	-2.201495	8105	5028	-2.201495	-2.201495	-2.201495	
C107_1	2	0	1	25	99.700	264.550	1.200	1.200	Bottom	31.9	0.7439	-0.335365	39.1	0.7668	-1.285365	40.7	0.7287	100.0000	-1.760365	-2.235365	8105	5029	-2.235365	-2.235365	-2.235365	
C107_1	2	0	1	26	99.700	264.550	1.200	1.200	Bottom	32.3	0.7455	-0.370266	39.5	0.7672	-1.320266	40.7	0.7349	100.0000	-1.795266	-2.270266	8105	5029	-2.270266	-2.270266	-2.270266	
C107_1	2	0	1	27	99.700	264.550	1.200	1.200	Bottom	31.6	0.7448	-0.301919	39.2	0.7656	-1.251919	40.7	0.7386	100.0000	-1.726919	-2.201919	8105	5029	-2.201919	-2.201919	-2.201919	
C107_1	2	0	1	28	99.700	264.550	1.200	1.200	Bottom	32.3	0.7464	-0.378766	39.4	0.7661	-1.328766	41.0	0.7461	100.0000	-1.803766	-2.278766	8105	5029	-2.278766	-2.278766	-2.278766	
C107_1	2	0	1	29	99.700	264.550	1.200	1.200	Bottom	31.7	0.7540	-0.302816	39.4	0.7640	-1.252816	40.5	0.7440	100.0000	-1.727816	-2.202816	8105	5029	-2.202816	-2.202816	-2.202816	
C107_1	2	0	1	30	99.700	264.550	1.200	1.200	Bottom	31.7	0.7411	-0.337011	39.2	0.7665	-1.287011	40.6	0.7390	100.0000	-1.762010	-2.237010	8105	5029	-2.237010	-2.237010	-2.237010	
C107_2	1	0	1	1	0.000	0.000	0.000	0.000	Bottom	32.5	0.6049	-0.255341	39.1	0.7313	-1.205341	39.9	0.7627	100.0000	-1.680341	-2.155341	12924	6514	-2.155341	-2.155341	-2.155341	
C107_2	1	0	1	2	0.000	0.000	0.000	0.000	Bottom	32.3	0.6013	-0.252728	38.9	0.7162	-1.202728	40.2	0.7598	100.0000	-1.677728	-2.152728	12924	6514	-2.152728	-2.152728	-2.152728	
C107_2	1	0	1	3	0.000	0.000	0.000	0.000	Bottom	32.3	0.6089	-0.252236	39.1	0.7272	-1.202236	40.0	0.7582	100.0000	-1.677236	-2.152236	12924	6514	-2.152236	-2.152236	-2.152236	
C107_2	1	0	1	4	0.000	0.000	0.000	0.000	Bottom	32.3	0.5929	-0.252639	38.9	0.7264	-1.202639	40.1	0.7615	100.0000	-1.677639	-2.152639	12924	6514	-2.152639	-2.152639	-2.152639	
C107_2	1	0	1	5	0.000	0.000	0.000	0.000	Bottom	32.4	0.6358	-0.252427	39.1	0.7301	-1.202427	40.2	0.7660	100.0000	-1.677427	-2.152427	12924	6515	-2.152427	-2.152427	-2.152427	
C107_2	1	0	1	6	0.000	0.000	0.000	0.000	Bottom	32.8	0.6569	-0.274599	39.2	0.7160	-1.224599	40.2	0.7634	100.0000	-1.699599	-2.174599	12924	6515	-2.174599	-2.174599	-2.174599	
C107_2	1	0	1	7	0.000	0.000	0.000	0.000	Bottom	32.5	0.6162	-0.253094	39.2	0.7333	-1.203094	40.2	0.7656	100.0000	-1.678095	-2.153095	12924	6515	-2.153095	-2.153095	-2.153095	
C107_2	1	0	1	8	0.000	0.000	0.000	0.000	Bottom	32.3	0.6081	-0.252510	39.0	0.7174	-1.202510	40.2	0.7582	100.0000	-1.677510	-2.152509	12924	6515	-2.152509	-2.152509	-2.152509	
C107_2	1	0	1	9	0.000	0.000	0.000	0.000	Bottom	32.6	0.6427	-0.253742	39.1	0.7260	-1.203742	40.1	0.7652	100.0000	-1.678742	-2.153742	12924	6515	-2.153742	-2.153742	-2.153742	
C107_2	1	0	1	10	0.000	0.000	0.000	0.000	Bottom	32.6	0.6318	-0.252911	39.2	0.7195	-1.202911	40.3	0.7607	100.0000	-1.677911	-2.152911	12924	6515	-2.152911	-2.152911	-2.152911	
C107_2	1	0	1	11	0.000	0.000	0.000	0.000	Bottom	32.5	0.6058	-0.263375	39.2	0.7273	-1.213375	40.1	0.7600	100.0000	-1.688375	-2.163375	12924	6515	-2.163375	-2.163375	-2.163375	
C107_2	1	0	1	12	0.000	0.000	0.000	0.000	Bottom	32.3	0.6242	-0.254358	39.1	0.7199	-1.204358	40.2	0.7582	100.0000	-1.679358	-2.154358	12924	6515	-2.154358	-2.154358	-2.154358	
C107_2	1	0	1	13	0.000	0.000	0.000	0.000	Bottom	32.5	0.6286	-0.253237	39.1	0.7211	-1.203237	40.2	0.7623	100.0000	-1.678237	-2.153237	12924	6515	-2.153237	-2.153237	-2.153237	
C107_2	1	0	1	14	0.000	0.000	0.000	0.000	Bottom	32.5	0.6142	-0.253727	39.1	0.7260	-1.203727	40.2	0.7578	100.0000	-1.678727	-2.153727	12924	6515	-2.153727	-2.153727	-2.153727	
C107_2	1	0	1	15	0.000	0.000	0.000	0.000	Bottom	32.2	0.6362	-0.254160	39.2	0.7354	-1.204160	40.1	0.7582	100.0000	-1.679160	-2.154160	12924	6515	-2.154160	-2.154160	-2.154160	
C107_2	1	0	1	16	0.000	0.000	0.000	0.000	Bottom	32.3	0.6399	-0.254341	39.0	0.7162	-1.204341	40.0	0.7578	100.0000	-1.679341	-2.154341	12924	6515	-2.154341	-2.154341	-2.154341	
C107_2	1	0	1	17	0.000	0.000	0.000	0.000	Bottom	32.8	0.6114	-0.253641	39.2	0.7317	-1.203641	40.2	0.7631	100.0000	-1.678641	-2.153641	12924	6515	-2.153641	-2.153641	-2.153641	
C107_2	1	0	1	18	0.000	0.000	0.000	0.000	Bottom	32.8	0.6138	-0.253651	39.2	0.7293	-1.203651	40.2	0.7652	100.0000	-1.678651	-2.153651	12924	6515	-2.153651	-2.153651	-2.153651	
C107_2	1	0	1	19	0.000	0.000	0.000	0.000	Bottom	32.4	0.6202	-0.254466	39.2	0.7211	-1.204466	40.0	0.7582	100.0000	-1.679466	-2.154466	12924	6515	-2.154466	-2.154466	-2.154466	
C107_2	1	0	1	20	0.000	0.000	0.000	0.000	Bottom	32.4	0.6431	-0.254792	39.2	0.7187	-1.204792	40.0	0.7595	100.0000	-1.679792	-2.154792	12924	6515	-2.154792	-2.154792	-2.154792	
C107_2	1	0	1	21	0.000	0.000	0.000	0.000	Bottom	32.3	0.6226	-0.255594	39.2	0.7366	-1.205594	40.0	0.7591	100.0000	-1.680594	-2.155594	12924	6515	-2.155594	-2.155594	-2.155594	
C107_2	1	0	1	22	0.000	0.000	0.000	0.000	Bottom	32.3	0.5953	-0.256425	39.1	0.7195	-1.206425	40.2	0.7587	100.0000	-1.681425	-2.156425	12924	6515	-2.156425	-2.156425	-2.156425	
C107_2	1	0	1	23	0.000	0.000	0.000	0.000	Bottom	32.6	0.6062	-0.255564	39.3	0.7309	-1.205564	40.3	0.7648	100.0000	-1.680564	-2.155564	12923	6514	-2.155564	-2.155564	-2.155564	
C107_2	1	0	1	24	0.000	0.000	0.000	0.000	Bottom	32.4	0.5909	-0.255596	39.3	0.7370	-1.205596	40.3	0.7570	100.0000	-1.680596	-2.155596	12923	6514	-2.155596	-2.155596	-2.155596	
C107_2	1	0	1	25	0.000	0.000	0.000	0.000	Bottom	32.6	0.6017	-0.255062	39.4	0.7342	-1.205062	40.2	0.7562	100.0000	-1.680062	-2.155061	12924	6515	-2.155061	-2.155061	-2.155061	
C107_2	1	0	1	26	0.000	0.000	0.000	0.000	Bottom	32.8	0.6110	-0.255882	39.4	0.7163	-1.205882	40.3	0.7619	100.0000	-1.680882	-2.155882	12924	6515	-2.155882	-2.155882	-2.155882	
C107_2	1	0	1	27	0.000	0.000	0.000	0.000	Bottom	32.6	0.5877	-0.256108	39.3	0.7199	-1.206108	40.3	0.7636	100.0000	-1.681108	-2.156108	12924	6515	-2.156108	-2.156108	-2.156108	
C107_2	1	0	1	28	0.000	0.000	0.000	0.000	Bottom	33.3	0.6561	-0.276588	39.5	0.7201	-1.226588	40.5	0.7609	100.0000	-1.701588	-2.176588	12924	6515	-2.176588	-2.176588	-2.176588	
C107_2	1	0	1	29	0.000	0.000	0.000	0.000	Bottom	32.5	0.6295	-0.257405	39.3	0.7203	-1.207405	40.2	0.7669	100.0000	-1.682405	-2.157405	12923	6515	-2.157405	-2.157405	-2.157405	
C107_2	1	0	1	30	0.000	0.000	0.000	0.000	Bottom	32.6	0.6210	-0.257347	39.3	0.7187	-1.207347	40.2	0.7648	100.0000	-1.682347	-2.157347	12924	6515	-2.157347	-2.157347	-2.157347	
C107_2	2	0	1	1	0.000	0.000	0.000	0.000	Bottom	31.1	0.7215	-0.235066	39.5	0.7502	-1.185066	42.1	0.7396	100.0000	-1.660066	-2.135066	13299	6513	-2.135066	-2.135066	-2.135066	
C107_2	2	0	1	2	0.000	0.000	0.000	0.000	Bottom	30.8	0.7099	-0.231201	39.1	0.7563	-1.181201	40.3	0.7055	100.0000	-1.656201	-2.131201	13299	6513	-2.131201	-2.131201	-2.131201	
C107_2	2	0	1	3	0.000	0.000	0.000	0.000	Bottom	30.9	0.7167	-0.230964	39.1	0.7600	-1.180964	40.2	0.6887	100.0000	-1.655964	-2.130964	13299	6513	-2.130964	-2.130964	-2.130964	
C107_2	2	0	1	4	0.000	0.000	0.000	0.000	Bottom	30.7	0.7243	-0.230954	39.3	0.7506	-1.180954	40.1	0.6903	100.0000	-1.655954	-2.130954	13299	6513	-2.130954	-2.130954	-2.130954	
C107_2	2	0	1	5	0.000	0.000	0.000	0.000	Bottom	31.3	0.7143	-0.231042	39.4	0.7534	-1.181041	42.1	0.7489	100.0000	-1.656042	-2.131042	13299	6514	-2.131042	-2.131042	-2.131042	
C107_2	2	0	1	6	0.000	0.000	0.000	0.000	Bottom	30.6	0.7339	-0.260900	39.8	0.7505	-1.210900	42.2	0.7431	100.0000	-1.685900	-2.160900	13299	6514	-2.160900	-2.160900	-2.160900	
C107_2	2	0	1	7	0.000	0.000	0.000	0.000	Bottom	31.2	0.7187	-0.231698	39.3	0.7575	-1.181698	42.2	0.7379	100.0000	-1.656698	-2.131698	13299	6514	-2.131698	-2.131698	-2.131698	
C107_2	2	0	1	8	0.000	0.000	0.000	0.000	Bottom	31.2	0.7175	-0.231028	39.4	0.7534	-1.181028	42.2	0.7387	100.0000	-1.656028	-2.131028	13299	6514	-2.131028	-2.131028	-2.131028	
C107_2	2	0	1	9	0.000	0.000	0.000	0.000	Bottom	31.1	0.7175	-0.232157	39.2	0.7596	-1.182158	42.2	0.7481	100.0000	-1.657157	-2.132158	13299	6514	-2.132157	-2.132158	-2.132157	
C107_2	2	0	1	10	0.000	0.000	0.000	0.000	Bottom	31.1	0.7287	-0.231162	39.3	0.7559	-1.181162	40.4	0.7075	100.0000	-1.656162	-2.131162	13299	6514	-2.131162	-2.131162	-2.131162	
